,Название,Описание,Цена,words
1627,Одежда~Брюки~Скалолазные брюки~Джинсы Ocun Medea,"Стильные женские джинсы будет к месту не только на скалах, но и в городе.",7400,"брюки_NOUN,джинсы_NOUN,одежда_NOUN"
1628,Одежда~Брюки~Скалолазные брюки~Джинсы Ocun Ravage,"Универсальные мужские джинсы и для скал и для города.
Они удачно скроены, хорошо сидят, и мы уверены, они станут вашими любимыми джинсами.",7400,"брюки_NOUN,джинсы_NOUN,одежда_NOUN"
1629,Одежда~Брюки~Скалолазные брюки~Джинсы Ocun HURRIKAN,"Универсальные мужские джинсы и для скал и для города. 
Они удачно скроены, хорошо сидят, и мы уверены, они станут вашими любимыми джинсами.",6450,"брюки_NOUN,джинсы_NOUN,одежда_NOUN"
1630,Одежда~Куртки~Куртки софтшелл~Куртка Red Fox Eiger Shell,"Компактная куртка с эргономичной конструкцией создана из комбинации функциональных материалов для оптимального сочетания ветрозащитных и паропроницаемых свойств во время активного движения в холодную погоду. 
Использование 3х слойного мембранного материала на пояснице, рукавах, плечах и капюшоне защитит от холодного ветра. 
Материал Softshel на груди и спине тянется в четырех направлениях и обеспечивает эффективный отвод влаги, сохранение тепла, высокие дышащие свойства.",9400,"куртка_NOUN,одежда_NOUN"
1631,Одежда~Куртки~Куртки софтшелл~Куртка Red Fox Eiger Shell,"Компактная женская куртка с эргономичной конструкцией создана из комбинации функциональных материалов для оптимального сочетания ветрозащитных и паропроницаемых свойств во время активного движения в холодную погоду.
Использование 3х слойного мембранного материала на пояснице, рукавах, плечах и капюшоне защитит от холодного ветра.
Материал Softshel на груди и спине тянется в четырех направлениях и обеспечивает эффективный отвод влаги, сохранение тепла, высокие дышащие свойства.",9900,"куртка_NOUN,одежда_NOUN"
1632,Одежда~Куртки~Мембранные куртки~Куртка SIVERA ГВОР Про LE,"Ультралегкая штормовая куртка с полной молнией задающая новые стандарты в своем классе изделий. 
Конструкция Гвор Про отличается анатомическим спортивным кроем и минимализмом, при сохранении необходимых функциональных элементов. 
Модель изготовлена из новейшего 3L ламината под торговой маркой D'Fusion Ultra, обладающего рекордной на сегодняшний день паропроницаемостью (MVTR 80000 г/м2/24ч) при сохранении высокого уровня влагозащиты. 
Материал D'Fusion Ultra обладает некоторой эластичностью и чрезвычайно малым весом, а его уникальный внутренний слой ламината не только превосходно распределяет влагу, но и отличается хорошей износостойкостью. 
Гвор Про разработан специально для спортсменов участвующих в спортивных многодневных гонках, но придется по душе всем людям стремящимся минимизировать вес своего снаряжения и ищущим новейшие на рынке решения.",12250,"мембранный_ADJ,куртка_NOUN,одежда_NOUN"
1633,Снаряжение для промышленного альпинизма~Оборудование для организации страховки~Удлинители для организации страховки~Оттяжка KONG Prog,"Оттяжка с самозащелкивающимся карабином. 
PROG оснащен трубчатой стропой с внутренней гибкой панелью, которая позволяет получить необходимую форму. 
Frog разъем оборудован гениальной системой, которая держит открытым карабин, пока он не войдет в контакт с проушиной.  
Механизм предотвращает случайное открывание карабина, когда он находится под нагрузкой.  
Кроме того, Prog сертифицирован как EN 12275 так и EN 362 для профессионального использования . 
Доступен в стандартной версии (30 см) и версии XL (45 см). 
Высокое качество продукции, полностью сделано в Италии!",3000,"организация_NOUN,удлинитель_NOUN,снаряжение_NOUN,промышленный_ADJ,альпинизм_NOUN,оборудование_NOUN,страховка_NOUN,оттяжка_NOUN"
1634,Снаряжение для промышленного альпинизма~Карабины и коннекторы~Муфтованные карабины~Карабин PETZL WILLIAM SCREW-LOCK,"Асимметричный алюминиевый карабин William грушевидной формы с большой емкостью очень удобен для одновременного присоединения нескольких элементов снаряжения. 
Эргономичная форма и система Keylock делают работу с карабином приятной и легкой даже в перчатках. 
Большая емкость, благодаря форме и размерам:
    - к карабину можно одновременно присоединить большое количество снаряжения;
    - оптимален для страховки с помощью узла Мунтера.
Эргономичность:
    - форма карабина оптимальна для работы в перчатках;
    - удобно работать с муфтой и защелкой, благодаря асимметричной грушевидной форме;
    - система Keylock (защелка без крючка) предотвращает случайное цепляние карабина за другие элементы снаряжения.
H-образный профиль:
    - Лучшее соотношение веса и прочности.
    - Защищает маркировку от истирания.",1710,"промышленный_ADJ,альпинизм_NOUN,снаряжение_NOUN,карабин_NOUN"
1635,Снаряжение для промышленного альпинизма~Привязи~Аксессуары для привязи~Поддержка кроля Ring с плавающей  пряжкой,"Используются в комплекте с грудной обвязкой для фиксации кроля.
Длина обеих пряжек 270 см.",290,"снаряжение_NOUN,привязь_NOUN,промышленный_ADJ,альпинизм_NOUN,пряжка_NOUN,кроль_NOUN,поддержка_NOUN,аксессуар_NOUN"
1636,"Одежда~Рубашки, толстовки, свитера~Рубашки~Рубашка FJALL RAVEN Abisko Sun LS","Комфортная женская кофта-куртка с вентиляцией на спине. 
Она сделана из легкого полиэстера, который быстро отводит влагу и создает приятную прохладу телу. 
Женственный крой, приталенный силуэт, эластичный пояс сзади.
В ней можно поднять воротник и зафиксировать его с помощью пуговиц. 
Двухзамковая молния позволяет обеспечить дополнительную вентиляцию. 
В два боковых кармана можно ""попасть"" даже при надетом рюкзаке. 
Рукава можно закрутить и закрепить кнопками.",2970,"рубашка_NOUN,толстовка_NOUN,свитер_NOUN,одежда_NOUN"
1637,Одежда~Брюки~Треккинговые брюки~Брюки FJALL RAVEN Abisko Stretch,"Невероятно тянущиеся женские брюки для походов и города. 
Анатомический крой коленей не сковывает движения. 
Два боковых кармана и карман для мелочи - пригодятся в повседневной жизни.
Кроме того на штанине есть карман на молнии, а сзади есть карман на кнопке.",2697,"брюки_NOUN,одежда_NOUN"
1638,"Одежда~Рубашки, толстовки, свитера~Толстовки~Свитер FJALL RAVEN High Coast Knit","Легкий свитер свободного кроя прекрасно дополнит гардероб прохладным летом. 
Свитер сделан из стопроцентного хлопка и связан таким образом, что между вязкой свободно циркулирует воздух.",3485,"рубашка_NOUN,толстовка_NOUN,свитер_NOUN,одежда_NOUN"
1639,Одежда~Брюки~Шорты и бриджи~Шорты FJALL RAVEN Abisko Shade,"Легкие, практически ""воздушные"" мужские шорты для путешествий и треккинга в жарком климате.
Материал G-1000 Air состоящий из переработанного полиэстера и хлопка обеспечивает хорошую циркуляцию воздуха и быстро сохнет.
В брюках предусмотрено два вентиляционных отверстия сзади.
Боковые карманы имеют сетчатую подкладку, что также увеличивает отведение влаги.",4200,"брюки_NOUN,бриджи_NOUN,шорты_NOUN,одежда_NOUN"
1640,Походное снаряжение~Рюкзаки~Рюкзаки от 60 до 80 литров~Рюкзак FJALL RAVEN Abisko 65,"Простой и легкий женский рюкзак для треккинга, хайкинга и путешественников, которые не любят тащить с собой большой вес.
Теперь этот рюкзак имеет еще более стабильную поддерживающую систему и еще более прочную полиамидную ткань.
В спинке рюкзака была улучшена система вентиляции, а поясной ремень теперь имеет новую форму для лучшей поддержки.
Как и в более ранних моделях спинка рюкзака регулируется в зависимости от роста человека.
Поясной ремень утягивается с двух сторон и имеет два кармашка для перекуса и всяких вкусностей.
Аккуратный силуэт и большое основное отделение с верхней загрузкой и большим переднем ""входом"" делают этот рюкзак прекрасным попутчиком в длинных походах.
Верхний ""вход"" закрываетсся на затяжку, а передний ""вход"" на молнии помогает паковать рюкзак и доставвать именно нужную вещь.
В клапане есть два просторных кармана.
Передний карман на молнии имеет усиления специально, чтобы складывать в него кошки, камуса и снаряжение, которое должно быть под рукой.
По бокам есть два тянущихся кармана, в которые свободно помещается литровый термос.
Компрессионные стяжки по бокам уменьшают объем рюкзака, если он не забит до верху. Их также можно растянуть, чтобы прикрепить коврик или палатку.
Усиленное плотное дно позволяет ставить рюкзак на землю.
Свисток на грудной стяжке, выход для питьевой системы и чехол от дождя - приятные мелочи, которые дополняют этот рюкзак.",18990,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
1641,Походное снаряжение~Рюкзаки~Рюкзаки от 20 до 30 литров~Рюкзак FJALL RAVEN High Coast Trail 26,"Легкий и прочный небольшой рюкзак для городских прогулок, однодневных походов, велосипеда или экскурсий.
Сделан из материала G-1000 Eco (переработанный полиэстер и хлопок), имеет мягкие лямки и сетчатую спину для лучшей дышимости.
Во внутреннем отделение есть карман с карабином для ключей и карман для питьевой системы, в которое хорошо помещается ноутбук 15''.
Основная молния сделана асимметричной, с одной стороны она открывается больше. Это очень удобно, если из рюкзака надо что-то достать, когда он весит на плече.
В рюкзаке есть два боковых кармана и наружный карман на молнии. Под боковые стяжки можно прикрепить куртку или коврик.
Грудная стяжка со свистом и поясной ремень, который можно спрятать, если он не нужен.
Материал рюкзака обработан воском, то есть он не будет мокнуть при мороси, а при сильном дожде в рюкзаке есть чехол от дождя.",8400,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
1642,Походное снаряжение~Рюкзаки~Рюкзаки до 20 литров~Рюкзак FJALL RAVEN High Coast Trail 20,"Легкий и прочный небольшой рюкзак для городских прогулок, однодневных походов и экскурсий.
Сделан из материала G-1000 Eco (переработанный полиэстер и хлопок), имеет мягкие лямки и сетчатую спину для лучшей дышимости. 
Во внутреннем отделение есть карман с карабином для ключей и карман для питьевой системы. 
Основная молния сделана асимметричной, с одной стороны она открывается больше. Это очень удобно, если из рюкзака надо что-то достать, когда он весит на плече. 
В рюкзаке есть боковой карман и наружный карман на молнии.
Грудная стяжка со свистом и поясной ремень, который можно снять, если он не нужен. 
Материал рюкзака обработан воском, то есть он не будет мокнуть при мороси, а при сильном дожде в рюкзаке есть чехол от дождя.",7590,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
1643,Походное снаряжение~Туристические палатки~Одноместные палатки~Палатка TERRA NOVA BOTHY 20,"Легкая замена палатке.
Временное укрытие для 20 человек Bothy 20.
Аварийные укрытия используются спасателями, альпинистами, бэккантри-лыжниками, а также просто во время горных прогулок в плохую или холодную погоду.
В таких укрытиях тепло и сухо, в них можно пережидать непогоду, обедать или просто отдыхать. Bothy 20 имеет вентиляционные отверстия  из сетки, а также крепление для треккинговой палки на «потолке».
Оснащено полиэтиленовыми окнами, которые можно использовать при температурах до -30 °C.",6832,"снаряжение_NOUN,туристический_ADJ,палатка_NOUN,одноместный_ADJ,походный_ADJ"
1644,Походное снаряжение~Туристические палатки~Одноместные палатки~Палатка TERRA NOVA BOTHY 8,"Легкая замена палатке. 
Временное укрытие для 8 человек Bothy 8.
Аварийные укрытия используются спасателями, альпинистами, бэккантри-лыжниками, а также просто во время горных прогулок в плохую или холодную погоду.
В таких укрытиях тепло и сухо, в них можно пережидать непогоду, обедать или просто отдыхать. Bothy 8 имеет вентиляционные отверстия  из сетки, а также крепление для треккинговой палки на «потолке».
Оснащено полиэтиленовыми окнами, которые можно использовать при температурах до -30 °C.",3780,"снаряжение_NOUN,туристический_ADJ,палатка_NOUN,одноместный_ADJ,походный_ADJ"
1645,Одежда~Куртки~Мембранные куртки~Куртка Red Fox Vector GTX IV,"Классическая штормовая куртка, выполненная с использованием мебраны GORE-TEX®. 
Надежно защищает от дождя и ветра, не стесняет движений, удобна для путешествий и активного отдыха.",18500,"мембранный_ADJ,куртка_NOUN,одежда_NOUN"
1646,"Походное снаряжение~Туристические палатки~Тенты, пол, колышки для палаток~Пол для палатки WILD COUNTRY HELM 3","Несмотря на то, что все палатки Wild Country сшиты из прочных и надежных материалов, в некоторых случаях мы рекомендуем использовать дополнительную защиту пола. Основная ее функция — оберегать дно палатки от прокола острыми предметами, и как бонус — от загрязнений и износа.

Footprint — защитная подстилка, которая покрывает всю площадь палатки, включая тамбур. Присоединяется к дугам (в местах крепления дуг к тенту) с помощью люверсов.

Для каждой модели Wild Country есть специально скроенная под ее размер защитная подстилка.
• скроена специально под размер для каждой отдельной модели палаток
• подшитые края защищают от преждевременного изнашивания
• усиление возле люверсов",3440,"снаряжение_NOUN,туристический_ADJ,пол_NOUN,палатка_NOUN,колышек_NOUN,тент_NOUN,походный_ADJ"
1647,"Походное снаряжение~Туристические палатки~Тенты, пол, колышки для палаток~Пол для палатки WILD COUNTRY HELM 1","Несмотря на то, что все палатки Wild Country сшиты из прочных и надежных материалов, в некоторых случаях мы рекомендуем использовать дополнительную защиту пола. Основная ее функция — оберегать дно палатки от прокола острыми предметами, и как бонус — от загрязнений и износа.

Footprint — защитная подстилка, которая покрывает всю площадь палатки, включая тамбур. Присоединяется к дугам (в местах крепления дуг к тенту) с помощью люверсов.

Для каждой модели Wild Country есть специально скроенная под ее размер защитная подстилка.
• скроена специально под размер для каждой отдельной модели палаток
• подшитые края защищают от преждевременного изнашивания
• усиление возле люверсов",2640,"снаряжение_NOUN,туристический_ADJ,пол_NOUN,палатка_NOUN,колышек_NOUN,тент_NOUN,походный_ADJ"
1648,Походное снаряжение~Рюкзаки~Рюкзаки до 20 литров~Рюкзак Inov8 All Terrain 15,"Рюкзак All Terrain 15 - это легкий и компактный рюкзак для мультигонок, скайраннинга и прочих дисциплин, где крайне важен вес, компактность и плюс необходимо место для снаряжения. 
Основное отделение в стиле роллтоп на 15 литров. Спинка держит форму за счет вставного жесткого материала, поэтому вам будет легче нести груз длительное время. Отличная регулировка обеспечивает максимально плотную точную посадку, не затрудняющую дыхания.",6760,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
1649,Одежда~Футболки~Футболка Inov8 AT/C Base Layer SS,"Легкая беговая женская футболка с коротким рукавом, которая моментально отводит влагу и быстро сохнет.
Благодаря этому ее можно использовать и как термобелье, и как самостоятельную вещь.
Антимикробная обработка Polygiene устраняет неприятный запах и уменьшает рост количества бактерий.",1595,"футболка_NOUN,одежда_NOUN"
1650,Одежда~Футболки~Футболка Inov8 AT/C Base Layer SS,"Легкая беговая мужская футболка с коротким рукавом, которая моментально отводит влагу и быстро сохнет.
Благодаря этому ее можно использовать и как термобелье, и как самостоятельную вещь.
Антимикробная обработка Polygiene устраняет неприятный запах и уменьшает рост количества бактерий.",1595,"футболка_NOUN,одежда_NOUN"
1651,Одежда~Куртки~Беговые куртки~Футболка Inov8 AT/C Base Layer LS,"Легкая беговая мужская футболка с длинным рукавом, которая моментально отводит влагу и быстро сохнет. 
Благодаря этому ее можно использовать и как термобелье, и как самостоятельную вещь. 
Антимикробная обработка Polygiene устраняет неприятный запах и уменьшает рост количества бактерий.",1795,"беговой_ADJ,куртка_NOUN,футболка_NOUN,одежда_NOUN"
1652,Одежда~Термобелье~Трусы SIVERA Годобль 3.0,"Универсальное легкое спортивное термобелье. 
Новая версия популярной модели изготовлена из трикотажа AltiDry, состоящего из волокон Coolmax и небольшого количества эластана. 
Материал прекрасно испаряет влагу обеспечивая комфорт даже при высокой физической активности и отличается не только высокой функциональностью, но и высокой прочностью и износостойкостью. 
Плоские швы, продуманный крой и высокая эластичность материала обеспечивают оптимальную плотную посадку, при этом сохраняя полную свободу движений.
Белье Годобль 3.0 не только отлично впишется в комплект альпиниста, горного туриста или участника спортивных состязаний, но и пригодится многим простым любителям походов и путешествий.",800,"термобелье_NOUN,трусы_NOUN,одежда_NOUN"
1653,Одежда~Термобелье~Трусы SIVERA Годобль 3.0,"Универсальное легкое спортивное термобелье. 
Новая версия популярной модели изготовлена из трикотажа AltiDry, состоящего из волокон Coolmax и небольшого количества эластана. 
Материал прекрасно испаряет влагу обеспечивая комфорт даже при высокой физической активности и отличается не только высокой функциональностью, но и высокой прочностью и износостойкостью.
Плоские швы, продуманный крой и высокая эластичность материала обеспечивают оптимальную плотную посадку, при этом сохраняя полную свободу движений.
Белье Годобль 3.0 не только отлично впишется в комплект альпиниста, горного туриста или участника спортивных состязаний, но и пригодится многим простым любителям походов и путешествий.",900,"термобелье_NOUN,трусы_NOUN,одежда_NOUN"
1654,Одежда~Термобелье~Брюки SIVERA Комфорт 4.0,"Лёгкое функциональное бельё для теплой погоды. 
Новая версия модели Комфорт изготовлена из новейшего материала Polartec Delta.
Polartec Delta создавался специально для спортсменов сталкивающихся с высокими нагрузками в жаркую погоду. 
Материал состоит из сочетания гидрофильных и гидрофобных волокон и отличается минимальной теплоизоляцией, высоким охлаждающим эффектом и хорошей воздухопроницаемостью как в сухом, так и во влажном состоянии.
Белье Комфорт 4.0 отлично подойдет для скайраннинга, мультиспорта, подходов в альпинизме и повседневной эксплуатации в летнее время года.",950,"брюки_NOUN,термобелье_NOUN,комфорт_NOUN,одежда_NOUN"
1655,Одежда~Термобелье~Майка SIVERA Комфорт 4.0,"Лёгкое функциональное бельё для теплой погоды. 
Новая версия модели Комфорт изготовлена из новейшего материала Polartec Delta.
Polartec Delta создавался специально для спортсменов сталкивающихся с высокими нагрузками в жаркую погоду. 
Материал состоит из сочетания гидрофильных и гидрофобных волокон и отличается минимальной теплоизоляцией, высоким охлаждающим эффектом и хорошей воздухопроницаемостью как в сухом, так и во влажном состоянии.
Белье Комфорт 4.0 отлично подойдет для скайраннинга, мультиспорта, подходов в альпинизме и повседневной эксплуатации в летнее время года.",900,"комфорт_NOUN,термобелье_NOUN,майка_NOUN,одежда_NOUN"
1656,Одежда~Термобелье~Футболка SIVERA Комфорт 4.0,"Лёгкое функциональное бельё для теплой погоды. 
Новая версия модели Комфорт изготовлена из новейшего материала Polartec Delta.
Polartec Delta создавался специально для спортсменов сталкивающихся с высокими нагрузками в жаркую погоду. 
Материал состоит из сочетания гидрофильных и гидрофобных волокон и отличается минимальной теплоизоляцией, высоким охлаждающим эффектом и хорошей воздухопроницаемостью как в сухом, так и во влажном состоянии.
Белье Комфорт 4.0 отлично подойдет для скайраннинга, мультиспорта, подходов в альпинизме и повседневной эксплуатации в летнее время года.",900,"комфорт_NOUN,термобелье_NOUN,футболка_NOUN,одежда_NOUN"
1657,Одежда~Термобелье~Майка SIVERA Комфорт 4.0 с длинным рукавом,"Лёгкое функциональное бельё для теплой погоды. 
Новая версия модели Комфорт изготовлена из новейшего материала Polartec Delta.
Polartec Delta создавался специально для спортсменов сталкивающихся с высокими нагрузками в жаркую погоду. 
Материал состоит из сочетания гидрофильных и гидрофобных волокон и отличается минимальной теплоизоляцией, высоким охлаждающим эффектом и хорошей воздухопроницаемостью как в сухом, так и во влажном состоянии.
Белье Комфорт 4.0 отлично подойдет для скайраннинга, мультиспорта, подходов в альпинизме и повседневной эксплуатации в летнее время года.",1100,"термобелье_NOUN,майка_NOUN,рукав_NOUN,одежда_NOUN,комфорт_NOUN,длинный_ADJ"
1658,Одежда~Термобелье~Брюки SIVERA Комфорт 4.0,"Лёгкое функциональное бельё для теплой погоды. 
Новая версия модели Комфорт изготовлена из новейшего материала Polartec Delta.
Polartec Delta создавался специально для спортсменов сталкивающихся с высокими нагрузками в жаркую погоду. Материал состоит из сочетания гидрофильных и гидрофобных волокон и отличается минимальной теплоизоляцией, высоким охлаждающим эффектом и хорошей воздухопроницаемостью как в сухом, так и во влажном состоянии.
Белье Комфорт 4.0 отлично подойдет для скайраннинга, мультиспорта, подходов в альпинизме и повседневной эксплуатации в летнее время года.",1000,"брюки_NOUN,термобелье_NOUN,комфорт_NOUN,одежда_NOUN"
1659,Походное снаряжение~Рюкзаки~Рюкзаки от 30 до 50 литров~Рюкзак OverBoard Waterproof Classic 45,"Водонепроницаемый рюкзак Waterproof Backpack, объемом 45 литров, идеально подходит для активного отдыха и путешествий. Он защитит Ваши вещи от влаги воды, пыли, грязи, песка и снега.
Благодаря сварным швам и возможности закрывания двумя различными способами, рюкзак 100% водонепроницаем и пригоден для непродолжительного погружения в воду.",11400,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
1660,Походное снаряжение~Рюкзаки~Гермомешки~Гермомешок OverBoard Waterproof Dry Tube 20L,"Водонепроницаемый гермомешок защитит Ваши ценные вещи от влаги, воды, пыли, грязи, песка и снега. 
Водонепроницаемый плоский гермомешок Waterproof Dry Tube Bag является оптимальным по размеру для одежды и документов и ценных вещей. 
Сварные швы, непромокаемый материал и запатентованная система закрывания Fold Seal System™ гермомешка обеспечивают 100% водонепроницаемость, также он обеспечивает хорошую защиту личных вещей при случайном или непродолжительном погружении в воду, в закрытом состоянии не тонет.
Вы не замочите свои вещи, даже если гермомешок упадет в воду или Вы попадете под проливной дождь. Изготовлен из поливинилхлорид на брезентовой основе, он легок в чистке. 
Вы можете нести гермомешок, используя вшитую ручку или плечевой регулируемый съемный ремень, выбор за Вами. 
Вместимость 20 литров позволяет по праву назвать водонепроницаемый гермомешок Waterproof Dry Tube Bag идеальным для каякинга, водных видов спорта, кемпинга, пешеходного туризма и пляжного отдыха.",3070,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ"
1661,Походное снаряжение~Рюкзаки~Гермомешки~Гермомешок OverBoard Waterproof Dry Tube 40L,"Водонепроницаемый гермомешок Waterproof Dry Tube Bag - 40 Litres идеально подойдет для людей, увлекающихся спортом, и яхтсменов. 
Сварные швы и запатентованная система закрывания Fold Seal System™ гермомешка обеспечивают 100% водонепроницаемость, также он пригоден для непродолжительного погружения в воду и в закрытом состоянии не тонет. 
Изготовлен из поливинилхлорида на брезентовой основе, он легок в чистке. 
Вы можете нести гермомешок, используя вшитую ручку или регулируемый плечевой съемный ремень.",3520,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ"
1662,Походное снаряжение~Рюкзаки~Чехлы для телефонов и камер~Водонепроницаемые наушники OverBoard,"Спортивные водонепроницаемые наушники были специально разработаны для занатий водными видами спорта и плаванием. 
Наши 100% водонепроницаемые наушники подходят к герметично выведенному разъему для наушников в чехле и великолепно работают над и под водой. 
Они поставляются в комплекте с удобным шейным шнурком и проводом спиралевидной конструкции, которая препятствует его запутыванию во время занятий спортом.",3020,"телефон_NOUN,снаряжение_NOUN,наушники_NOUN,водонепроницаемый_ADJ,камера_NOUN,чехол_NOUN,рюкзак_NOUN,походный_ADJ"
1663,Альпинизм и скалолазание~Скальные туфли~Скальные туфли LA SPORTIVA Otaki,"На японском сленге самураев Оtaki означает ""старейший одиночный меч"", чрезвычайно резкий и точный. 
Концепция вполне применима к скалолазанию: Otaki идеально подходят для восхождения по трещинам, лазанию боулдеров и стен. 
Новая конструкция туфель сочетает в себе преимущества плотного прилегания тапочек-слиперов и точность регулировки объема туфель на липучках. 
Это решение гарантирует максимальную чувствительность и точность даже при скручивании: обувь идеально повторяет движения скалолаза, исключая пустые объемы и жесткие зоны. 
Новейшая система S-heel не позволяет скручиваться пятке. Это создает дополнительную стабильность при накатах. 
Две липучки Velcro дополнительно обеспечивают хорошую поддержку и не позволяют скальнику подниматься вверх, скользить на ноге.",12590,"скалолазание_NOUN,альпинизм_NOUN,скальный_ADJ,туфля_NOUN"
1664,Обувь~Кроссовки~Кроссовки LA SPORTIVA TX3,"Женские кроссовки Traverse Х3 предназначены для техничных подходов в горах.
Верхний материал представляет из себя ​​эластичный трикотаж с высоким сопротивлением к истиранию. При этом кроссовки отлично дышат, что добавляет комфорта.
Подошва Vibram MegaGrip со скалолазной зоной на носке обеспечивает превосходное сцепление на маршруте.
Рант Pu Techlite дополнительно защищает от ударов в зоне носка и пятки.  
Система шнуровки заимствована у скальных туфель Mythos позволяет регулировать натяжение и внутренний объем одним простым движением.
Система STB Control System позволяет добиться единения в работе верха и подошвы кроссовок и обеспечивает большую стабильность стопы.",8862,"обувь_NOUN,кроссовок_NOUN"
1665,Альпинизм и скалолазание~Скальные туфли~Скальные туфли LA SPORTIVA SKWAMA,"Чувствительные, мягкие скальные туфли, которые идеально подходят для лазания как скалах, так и в зале.
В данной модели используется шесть видов резины. Новейшая Система S-heel не позволяет скручиваться пятке. Это создает дополнительную стабильность при накатах. 
Новая конструкция туфель сочетает в себе преимущества плотного прилегания тапочек-слиперов и точность регулировки объема туфель на липучках. 
Это решение гарантирует максимальную чувствительность и точность даже при скручивании: обувь идеально повторяет движения скалолаза, исключая пустые объемы и жесткие зоны. 
Система P3 System сохраняет агрессивную форму туфель на протяжении долгого времени даже при самом интенсивном использовании.",12690,"скалолазание_NOUN,альпинизм_NOUN,скальный_ADJ,туфля_NOUN"
